,Node,Technology,StorageType,MustRun,MaximumPower,MinimumPower,MaximumCharge,InitialStorage,MaximumStorage,MinimumStorage,Efficiency,EFOR,RampUp,RampDown,UpTime,DownTime,FuelCost,LinearTerm,ConstantTerm,OMVariableCost,StartUpCost,ShutDownCost,CO2EmissionRate,FixedCost,FixedChargeRate,BinaryInvestment,MaximumReactivePower,MinimumReactivePower
EE00_OthersNonRenewable,EE00,OthersNonRenewable,,,155,,,,,,,,,,,,,,,,,,,,,,,
ES00_OthersNonRenewable,ES00,OthersNonRenewable,,,4292,,,,,,,,,,,,,,,,,,,,,,,
FI00_OthersNonRenewable,FI00,OthersNonRenewable,,,3241,,,,,,,,,,,,,,,,,,,,,,,
FR00_OthersNonRenewable,FR00,OthersNonRenewable,,,6533.999878,,,,,,,,,,,,,,,,,,,,,,,
GR00_OthersNonRenewable,GR00,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
GR03_OthersNonRenewable,GR03,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
HR00_OthersNonRenewable,HR00,OthersNonRenewable,,,200,,,,,,,,,,,,,,,,,,,,,,,
HU00_OthersNonRenewable,HU00,OthersNonRenewable,,,434,,,,,,,,,,,,,,,,,,,,,,,
IE00_OthersNonRenewable,IE00,OthersNonRenewable,,,138,,,,,,,,,,,,,,,,,,,,,,,
ITCN_OthersNonRenewable,ITCN,OthersNonRenewable,,,555.2700195,,,,,,,,,,,,,,,,,,,,,,,
ITCS_OthersNonRenewable,ITCS,OthersNonRenewable,,,641.1400146,,,,,,,,,,,,,,,,,,,,,,,
ITN1_OthersNonRenewable,ITN1,OthersNonRenewable,,,3076.26001,,,,,,,,,,,,,,,,,,,,,,,
ITS1_OthersNonRenewable,ITS1,OthersNonRenewable,,,792.4299927,,,,,,,,,,,,,,,,,,,,,,,
ITSA_OthersNonRenewable,ITSA,OthersNonRenewable,,,667.289978,,,,,,,,,,,,,,,,,,,,,,,
ITSI_OthersNonRenewable,ITSI,OthersNonRenewable,,,467.3999939,,,,,,,,,,,,,,,,,,,,,,,
LT00_OthersNonRenewable,LT00,OthersNonRenewable,,,135,,,,,,,,,,,,,,,,,,,,,,,
LUG1_OthersNonRenewable,LUG1,OthersNonRenewable,,,70,,,,,,,,,,,,,,,,,,,,,,,
LV00_OthersNonRenewable,LV00,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
ME00_OthersNonRenewable,ME00,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
MK00_OthersNonRenewable,MK00,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
MT00_OthersNonRenewable,MT00,OthersNonRenewable,,,150,,,,,,,,,,,,,,,,,,,,,,,
NL00_OthersNonRenewable,NL00,OthersNonRenewable,,,4350,,,,,,,,,,,,,,,,,,,,,,,
NOM1_OthersNonRenewable,NOM1,OthersNonRenewable,,,20,,,,,,,,,,,,,,,,,,,,,,,
NON1_OthersNonRenewable,NON1,OthersNonRenewable,,,195,,,,,,,,,,,,,,,,,,,,,,,
NOS0_OthersNonRenewable,NOS0,OthersNonRenewable,,,50,,,,,,,,,,,,,,,,,,,,,,,
PL00_OthersNonRenewable,PL00,OthersNonRenewable,,,6591,,,,,,,,,,,,,,,,,,,,,,,
PT00_OthersNonRenewable,PT00,OthersNonRenewable,,,766,,,,,,,,,,,,,,,,,,,,,,,
RO00_OthersNonRenewable,RO00,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
RS00_OthersNonRenewable,RS00,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE01_OthersNonRenewable,SE01,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE02_OthersNonRenewable,SE02,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE03_OthersNonRenewable,SE03,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE04_OthersNonRenewable,SE04,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
SI00_OthersNonRenewable,SI00,OthersNonRenewable,,,152,,,,,,,,,,,,,,,,,,,,,,,
SK00_OthersNonRenewable,SK00,OthersNonRenewable,,,134.5625458,,,,,,,,,,,,,,,,,,,,,,,
TR00_OthersNonRenewable,TR00,OthersNonRenewable,,,1235.20166,,,,,,,,,,,,,,,,,,,,,,,
UA01_OthersNonRenewable,UA01,OthersNonRenewable,,,0,,,,,,,,,,,,,,,,,,,,,,,
UK00_OthersNonRenewable,UK00,OthersNonRenewable,,,7307.194,,,,,,,,,,,,,,,,,,,,,,,
UKNI_OthersNonRenewable,UKNI,OthersNonRenewable,,,9,,,,,,,,,,,,,,,,,,,,,,,
AL00_Biofuel,AL00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
AT00_Biofuel,AT00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
BA00_Biofuel,BA00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
BE00_Biofuel,BE00,Biofuel,,,615.7859993,,,,,,,,,,,,,,,,,,,,,,,
BG00_Biofuel,BG00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
CH00_Biofuel,CH00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
CY00_Biofuel,CY00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
CZ00_Biofuel,CZ00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
DE00_Biofuel,DE00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
DEKF_Biofuel,DEKF,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKE1_Biofuel,DKE1,Biofuel,,,1052,,,,,,,,,,,,,,,,,,,,,,,
DKKF_Biofuel,DKKF,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
DKW1_Biofuel,DKW1,Biofuel,,,1021.5,,,,,,,,,,,,,,,,,,,,,,,
EE00_Biofuel,EE00,Biofuel,,,233.2000027,,,,,,,,,,,,,,,,,,,,,,,
ES00_Biofuel,ES00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
FI00_Biofuel,FI00,Biofuel,,,1287.167871,,,,,,,,,,,,,,,,,,,,,,,
FR00_Biofuel,FR00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
GR00_Biofuel,GR00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
GR03_Biofuel,GR03,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
HR00_Biofuel,HR00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
HU00_Biofuel,HU00,Biofuel,,,134.5999985,,,,,,,,,,,,,,,,,,,,,,,
IE00_Biofuel,IE00,Biofuel,,,221.4399948,,,,,,,,,,,,,,,,,,,,,,,
ITCN_Biofuel,ITCN,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
ITCS_Biofuel,ITCS,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
ITN1_Biofuel,ITN1,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
ITS1_Biofuel,ITS1,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
ITSA_Biofuel,ITSA,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
ITSI_Biofuel,ITSI,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
LT00_Biofuel,LT00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
LUG1_Biofuel,LUG1,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
LV00_Biofuel,LV00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
ME00_Biofuel,ME00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
MK00_Biofuel,MK00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
MT00_Biofuel,MT00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
NL00_Biofuel,NL00,Biofuel,,,1330.009979,,,,,,,,,,,,,,,,,,,,,,,
NOM1_Biofuel,NOM1,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
NON1_Biofuel,NON1,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
NOS0_Biofuel,NOS0,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
PL00_Biofuel,PL00,Biofuel,,,2400.725927,,,,,,,,,,,,,,,,,,,,,,,
PT00_Biofuel,PT00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
RO00_Biofuel,RO00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
RS00_Biofuel,RS00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE01_Biofuel,SE01,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE02_Biofuel,SE02,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE03_Biofuel,SE03,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
SE04_Biofuel,SE04,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
SI00_Biofuel,SI00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
SK00_Biofuel,SK00,Biofuel,,,514.6679677,,,,,,,,,,,,,,,,,,,,,,,
TR00_Biofuel,TR00,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
UA01_Biofuel,UA01,Biofuel,,,0,,,,,,,,,,,,,,,,,,,,,,,
UK00_Biofuel,UK00,Biofuel,,,3684,,,,,,,,,,,,,,,,,,,,,,,
UKNI_Biofuel,UKNI,Biofuel,,,18,,,,,,,,,,,,,,,,,,,,,,,
