Scenario,Period,LoadLevel,Biofuel,Gas,HardCoal,HydroRun,HydroTurbinePumpStorage,HydroTurbineReservoir,Lignite,Nuclear,Oil,OthersNonRenewable,OthersRenewable,SolarPhotovoltaic,SolarThermal,WindOffshore,WindOnshore
sc2025,y2025,2025-01-03T03:00:00+01:00,10143.587760999999,3328.978371980004,0.0,50524.925001595,3832.0000000000005,98684.42345079996,0.0,1281.193777064002,0.0,50060.435011616915,31413.87111318,41741.60708146999,230.0000042,26538.26744309301,113425.57040929105
sc2025,y2025,2025-01-03T05:00:00+01:00,11165.087760999999,3382.622053905002,0.0,60964.976944824986,8790.531713960012,98639.8657644,0.0,2656.901886323996,0.0,52563.14465041996,32935.67918838,42342.60183032999,240.00000397600002,29771.546721209947,108551.95629351003
sc2025,y2025,2025-01-03T07:00:00+01:00,12513.09774,18617.692218669494,7943.885167900009,64464.340726250004,2711.826698999997,99733.567170435,0.0,17729.10647424692,72.8318599185026,58361.71443650502,38149.48253338,13860.342855115015,230.0000042,31384.068292480006,119215.66334557603
sc2025,y2025,2025-01-03T09:00:00+01:00,12513.09774,17806.799895916993,8039.852790999999,60309.97620904999,10231.292852889492,103766.173732,803.8381966500001,25487.363060264433,102.20730778750242,60430.3330579,36271.80165572,25296.841686126532,4286.4721991100005,31593.027740480007,120536.96114375553
sc2025,y2025,2025-01-03T11:00:00+01:00,12513.09774,17490.625038615988,8039.852790999999,60309.97620904999,13514.235935008493,100822.634003,2920.470883650002,27464.074708900458,89.28934965000224,56138.3330579,36271.80165572,44672.90307068553,402.07524070500006,31894.51311186451,119279.09268916505
sc2025,y2025,2025-01-03T13:00:00+01:00,12513.09774,18183.759678289996,8039.852790999999,60309.97620904999,14154.034202165993,100822.634003,3276.8165473999975,25351.544297909964,118.52279942850208,60430.3330579,36271.80165572,36132.896590139026,373.80228287500006,31452.08470186001,121453.48970785656
sc2025,y2025,2025-01-03T15:00:00+01:00,12513.09774,18893.387193876,8039.852790999999,60309.97620904999,10198.54334572251,104416.303557,1300.3651038999938,30593.587905653352,173.5915126150024,60430.3330579,37857.80165572,20593.76769045002,2313.801035909999,35297.25585420951,124948.97599338356
sc2025,y2025,2025-01-03T17:00:00+01:00,12513.09774,15459.413971588006,8039.852790999999,60309.97620904999,24100.04348422741,92635.59569350001,626.8355828999983,17931.208442671934,219.5502754000025,56138.3330579,36271.80165572,57666.324009354525,238.77277796000007,35157.19068764501,125091.57973797304
sc2025,y2025,2025-01-03T19:00:00+01:00,11183.087760999999,11099.417019780505,8039.852790999999,61271.97620904999,4713.130493749495,93520.77462869999,0.0,21055.24735786843,299.2994024000024,56904.3330579,37285.80165572,66163.21370349503,240.00000397600002,33962.31155720651,139952.23167214403
sc2025,y2025,2025-01-03T21:00:00+01:00,11183.087760999999,7788.227652924995,6524.461242399996,60266.97620904999,614.0,92934.05716950001,0.0,4881.455726194002,291.17791352000233,56138.3330579,34074.30522621999,69830.20288330001,240.00000397600002,33076.69135717501,139504.26149617002
sc2025,y2025,2025-01-03T23:00:00+01:00,11017.265427200007,6997.608409109994,3121.7508353999924,56725.992275549994,2527.8597283600175,89852.634003,0.0,2609.4490750650107,229.32019790000192,55463.64054390004,34477.86819318452,72324.79347630001,240.00000397600002,29904.59849738001,128826.0420478295
sc2025,y2025,2025-01-04T01:00:00+01:00,11183.087760999999,6298.897143839995,0.0,48952.45092248493,3832.0000000000005,88835.74178525,0.0,784.0,0.0,54461.40489340001,28852.368746739994,62558.12537237,240.00000397600002,27145.467351420008,122421.74487285905
sc2025,y2025,2025-01-04T03:00:00+01:00,10161.587760999999,5641.157389854995,0.0,57764.58749342502,0.0,92148.77790399999,0.0,1244.2077240650008,0.0,45649.513080900004,33148.93662542487,69540.02927483401,240.00000397600002,24741.680191720032,98294.13754949001
sc2025,y2025,2025-01-04T05:00:00+01:00,7499.087761,5415.284259454997,0.0,56365.52585115499,3107.166621360021,87374.0322085499,0.0,2013.8755904300067,0.0,54413.63181685001,29655.041397570007,71755.19944395502,230.0000042,23037.021699350007,112102.279644915
sc2025,y2025,2025-01-04T07:00:00+01:00,12513.09774,14453.209049105992,7512.129400899995,63809.97620904999,13464.886066897512,100239.40557819999,0.0,17232.83496237736,0.0,60430.3330579,35734.80165572,6272.2513409230105,230.0000042,25972.29995744501,115616.92233252105
sc2025,y2025,2025-01-04T09:00:00+01:00,12513.09774,14917.993772644993,8039.852790999999,63809.97620904999,12880.004903163655,103599.8372365,1395.2685534000002,38217.73655840788,0.0,60430.3330579,37320.80165572,21790.586480624017,1891.585625549999,25396.99635342501,109814.49510922
sc2025,y2025,2025-01-04T11:00:00+01:00,12513.09774,15872.138188241011,8039.852790999999,63809.97620904999,15194.58784451198,100542.0270048,0.0,42325.219493319855,0.0,60430.3330579,37320.80165572,41325.61124925201,4050.8685409949985,25055.090001465007,107452.92680472504
sc2025,y2025,2025-01-04T13:00:00+01:00,12513.09774,18296.686584346506,8039.852790999999,63809.97620904999,15884.961814814986,100740.78350784999,1584.5514126499954,42811.79807013487,127.6803680539973,56138.3330579,37320.80165572,44142.45154270101,4964.3174926249985,25320.546643755006,102428.72973866852
sc2025,y2025,2025-01-04T15:00:00+01:00,12513.09774,21024.822009384498,8039.852790999999,63809.97620904999,25545.0260279483,100516.29696904999,147.33083864999054,49147.80674046655,182.83637751999947,60430.3330579,38860.52768940501,23447.11525169001,1492.7673601799984,27124.750393009013,97840.85492642652
sc2025,y2025,2025-01-04T17:00:00+01:00,12513.09774,19639.8279170025,8309.79392692,60309.97620904999,29680.884953377303,89852.634003,2035.960319399992,59802.68636409252,576.8756823000012,58656.605032900006,35880.46143522,34507.57616910602,236.5233713350001,28283.11973509751,92496.42434138899
sc2025,y2025,2025-01-04T19:00:00+01:00,12513.09774,16846.3650389275,8552.852791,61314.97620904999,19052.686870457306,101057.03703040502,225.39245949998826,56216.71682701255,630.5383444500014,56904.3330579,36748.80165572,52432.57110267001,240.00000397600002,30560.90303190851,91806.708772603
sc2025,y2025,2025-01-04T21:00:00+01:00,11889.206463999999,9286.316507118514,6818.022547299986,60266.97620904999,16964.249264379803,89852.634003,0.0,43055.62958808758,620.6846398950014,60268.72852790001,36780.80165572,52432.57110267001,5041.037158976,30635.31503160501,87728.88170972801
sc2025,y2025,2025-01-04T23:00:00+01:00,11183.087760999999,7262.794328959994,3668.332897899994,60060.67222345,15573.34400951431,89806.3509611,0.0,29439.147535011558,305.09940061499907,54796.6380396,35537.685862180006,43771.81723812001,240.00000397600002,29110.797699835013,87570.21078969301
