,W/m2,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2019-12-26T13:00:00+01:00,,382.611,374.792,334.642,231.527,322.463,317.562,332.25,392.537,315.812,400.856,383.737,328.635,346,365.735,406.092
sc2015,y2030,2019-12-26T14:00:00+01:00,,305.572,291.2,265.283,178.688,228.842,258.375,202.925,262.935,263.585,293.282,311.291,225.097,275.225,268.461,304.875
sc2015,y2030,2019-12-26T15:00:00+01:00,,184.052,165.442,141.829,107.49,118.288,137.562,100.8,125.702,154.319,143.893,189.231,93.011,147.262,156.922,173.3
sc2015,y2030,2019-12-26T16:00:00+01:00,,48.443,33.395,20.974,16.009,12.361,17.953,16.061,30.492,36.509,31.535,55.731,5.037,19.233,54.894,35.578
sc2015,y2030,2019-12-26T17:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0.368,0
sc2015,y2030,2019-12-26T18:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-26T19:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-26T20:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-26T21:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-26T22:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-26T23:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T00:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T01:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T02:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T03:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T04:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T05:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T06:00:00+01:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-12-27T07:00:00+01:00,,0,0.013,0.593,1.868,3.491,3.888,11.717,3.534,1.163,3.266,1.464,18.728,15.456,3.876,11.539
sc2015,y2030,2019-12-27T08:00:00+01:00,,35.429,60.133,76.86,79.272,87.15,105.594,139.15,85.652,79.88,65.111,73.768,119.715,139.9,91.341,74.738
