,W/m2,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2019-06-18T11:00:00+02:00,,788.431,939.517,978.967,978.425,975.442,1002.75,1002.55,1015.912,1010.443,1016.17,984.504,970.247,1004.35,1001.747,1024.617
sc2015,y2030,2019-06-18T12:00:00+02:00,,816.003,915.683,994.217,990.632,984.786,1015.5,1008.1,1030.621,1024.977,1032.66,938.42,975.165,1009.2,1019.001,1032.467
sc2015,y2030,2019-06-18T13:00:00+02:00,,661.468,801.467,954.35,947.947,937.651,971.875,956.4,987.938,981.75,991.244,903.126,913.475,955.5,980.82,979.15
sc2015,y2030,2019-06-18T14:00:00+02:00,,445.818,587.433,862.483,855.887,840.788,874.875,853.35,891.977,879.819,895.808,826.92,802.704,849.35,883.653,870.1
sc2015,y2030,2019-06-18T15:00:00+02:00,,346.846,466.633,714.783,718.997,701.492,731.375,702.25,748.425,734.334,751.743,710.21,648.873,695.75,739.201,714.517
sc2015,y2030,2019-06-18T16:00:00+02:00,,292.714,395.392,527.017,547.088,528.044,554.875,524.75,569.164,544.464,571.23,527.082,470.321,513.55,563.902,525.517
sc2015,y2030,2019-06-18T17:00:00+02:00,,239.622,267.408,330.275,357.136,335.562,360.625,330.6,369.775,346.974,370.051,342.53,280.153,315.8,366.017,321.658
sc2015,y2030,2019-06-18T18:00:00+02:00,,174.591,149.542,157.625,170.139,153.64,169.594,141.475,171.944,157.221,170.78,146.838,102.853,125.488,170.358,127.846
sc2015,y2030,2019-06-18T19:00:00+02:00,,52.482,37.138,29.465,26.742,20.872,24.469,12.943,23.227,27.903,22.344,24.674,4.255,8.078,23.052,8.071
sc2015,y2030,2019-06-18T20:00:00+02:00,,0.312,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-18T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-18T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-18T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T04:00:00+02:00,,0.03,1.085,3.755,5.848,8.015,5.111,5.934,1.179,0.884,0.598,0.001,13.482,4.422,0,0.886
sc2015,y2030,2019-06-19T05:00:00+02:00,,21.543,66.309,92.396,109.959,116.608,107.797,119.156,84.916,53.009,76.178,40.607,99.655,111.188,44.696,89.09
sc2015,y2030,2019-06-19T06:00:00+02:00,,73.859,176.508,258.183,284.017,292.375,261.094,305.325,264.01,144.6,248.07,165.148,262.88,299,165.716,285.025
sc2015,y2030,2019-06-19T07:00:00+02:00,,181.94,303.875,403.1,463.448,476.402,440.438,500.65,458.922,262.042,450.643,375.074,510.061,498.05,300.853,491.958
sc2015,y2030,2019-06-19T08:00:00+02:00,,270.648,531.825,495.45,553.448,632.005,521.125,683.85,647.172,409.155,643.748,543.87,698.263,683.75,545.402,681.933
sc2015,y2030,2019-06-19T09:00:00+02:00,,351.208,686.183,693.483,574.421,670.454,550.375,835.95,800.389,568.371,788.062,614.376,840.139,839.5,786.001,765.583
sc2015,y2030,2019-06-19T10:00:00+02:00,,460.881,743.6,778.05,644.219,657.592,620.75,944.4,870.617,782.369,840.576,760.998,937.113,946.4,918.462,733.75
sc2015,y2030,2019-06-19T11:00:00+02:00,,682.695,804.367,656.65,547.175,636.004,752.75,999.7,798.618,871.256,884.012,889.87,982.336,1000.4,990.895,769.9
sc2015,y2030,2019-06-19T12:00:00+02:00,,738.678,791.933,664.9,492.875,599.066,919.25,978.1,791.905,696.094,912.965,960.608,971.845,1000.85,1005.929,916.667
sc2015,y2030,2019-06-19T13:00:00+02:00,,712.485,703.117,555.05,664.915,740.664,864.375,774.85,867.832,627.069,947.564,919.528,908.827,951.1,977.243,964.067
sc2015,y2030,2019-06-19T14:00:00+02:00,,621.405,534.2,397.95,469.243,748.381,472.062,673.2,862.497,609.532,868.759,814.916,796.183,844.3,888.194,845.5
sc2015,y2030,2019-06-19T15:00:00+02:00,,369.332,339.842,320.833,293.812,363.444,385.375,668.3,694.333,472.87,724.948,676.576,643.064,692.7,741.949,673.733
sc2015,y2030,2019-06-19T16:00:00+02:00,,255.701,212.329,247.238,274.209,278.538,298.25,524.95,515.265,374.185,551.002,509.23,406.388,510.45,561.811,469.483
sc2015,y2030,2019-06-19T17:00:00+02:00,,179.161,112.9,151.7,167.526,187.495,167.75,329.975,331.933,258.225,352.213,327.246,227.679,313.425,359.424,308.112
sc2015,y2030,2019-06-19T18:00:00+02:00,,118.46,60.323,66.965,74.926,71.896,89.719,140.975,151.957,142.551,159.843,159.553,98.219,125.175,166.483,125.908
sc2015,y2030,2019-06-19T19:00:00+02:00,,34.951,17.616,13.564,11.863,9.797,15.451,12.83,19.203,30.596,21.487,25.378,3.996,8.046,22.839,7.845
sc2015,y2030,2019-06-19T20:00:00+02:00,,0.233,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-19T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T04:00:00+02:00,,0.034,0.419,1.697,2.862,4.523,2.644,3.308,0.754,0.815,0.445,0.002,12.006,4.11,0,1.221
sc2015,y2030,2019-06-20T05:00:00+02:00,,22.597,25.28,35.64,39.33,51.024,40.695,82.194,45.179,37.876,57.237,39.084,93.682,92.588,42.631,89.244
sc2015,y2030,2019-06-20T06:00:00+02:00,,59.736,85.831,110.948,106.777,135.208,110.469,228.75,172.46,100.043,213.899,174.489,258.996,253.512,207.018,277.758
sc2015,y2030,2019-06-20T07:00:00+02:00,,119.563,115.775,212.383,188.56,249.703,181.219,373.05,332.656,178.967,378.964,364.931,495.946,472.55,393.598,483.158
sc2015,y2030,2019-06-20T08:00:00+02:00,,195.472,153.052,244.508,230.555,346.433,238.156,528.025,487.153,216.332,550.63,524.882,642.166,670.1,593.996,675.75
sc2015,y2030,2019-06-20T09:00:00+02:00,,277.648,206.079,288.083,277.194,367.734,280,721.05,643.723,363.029,714.263,720.376,745.054,823.2,774.354,838.817
sc2015,y2030,2019-06-20T10:00:00+02:00,,384.888,262.729,302.212,335.241,415.825,315.5,778,789.245,593.971,868.524,870.442,822.71,915.1,905.723,956.55
sc2015,y2030,2019-06-20T11:00:00+02:00,,436.409,325.458,322.75,283.367,403.712,367.688,779.1,809.858,683.215,944.481,977.624,929.553,897.8,985.838,1021.5
sc2015,y2030,2019-06-20T12:00:00+02:00,,443.837,361.55,507.633,374.996,384.42,363.125,696.35,853.218,686.291,971.516,1002.674,914.94,783.65,1003.292,1029.25
sc2015,y2030,2019-06-20T13:00:00+02:00,,418.904,360.667,561.217,482.822,402.272,310.375,634.6,841.096,736.887,946.875,971.202,744.628,664.1,969.278,974.9
sc2015,y2030,2019-06-20T14:00:00+02:00,,354.624,298.45,482.133,375.016,320.704,256.562,587.75,778.262,630.148,846,884.95,467.883,692.7,879.613,869.183
sc2015,y2030,2019-06-20T15:00:00+02:00,,281.295,240.225,354.242,301.609,237.264,259.188,448.8,586.055,502.164,663.368,750.34,277.352,655.15,740.786,714.983
sc2015,y2030,2019-06-20T16:00:00+02:00,,240.934,158.387,247.792,240.361,227.658,228.188,282.825,473.087,302.896,487.342,565.282,159.163,497.9,566.174,527.475
sc2015,y2030,2019-06-20T17:00:00+02:00,,172.533,88.004,153.529,147.731,167.655,148.188,163.337,240.033,180.128,286.934,382.955,126.87,303.05,369.689,324.475
sc2015,y2030,2019-06-20T18:00:00+02:00,,107.824,39.424,55.665,64.814,75.497,71.438,76.512,104.333,84.848,133.47,184.223,84.399,119.025,173.22,129.492
sc2015,y2030,2019-06-20T19:00:00+02:00,,38.229,10.468,8.572,9.8,9.118,11.393,8.74,16.579,13.837,20.666,22.717,3.96,7.441,23.988,8.161
sc2015,y2030,2019-06-20T20:00:00+02:00,,0.355,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-20T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T04:00:00+02:00,,0.047,0.561,0.679,1.441,2.674,1.439,3.991,1.108,0.751,0.596,0.002,14.349,3.435,0,1.175
sc2015,y2030,2019-06-21T05:00:00+02:00,,38.049,34.939,18.084,27.279,40.661,29.277,78.344,80.651,51.431,75.754,50.795,108.888,81,45.201,86.842
sc2015,y2030,2019-06-21T06:00:00+02:00,,143.735,125.767,57.275,78.25,103.523,82.125,217.938,259.629,164.759,252.233,216.878,272.387,246.262,215.221,272.883
sc2015,y2030,2019-06-21T07:00:00+02:00,,369.688,279.242,98.154,152.112,174.558,158.656,423.825,456.361,302.618,449.75,416.722,490.752,442.825,417.691,477.025
sc2015,y2030,2019-06-21T08:00:00+02:00,,572.334,490.425,158.904,250.618,255.106,243.562,577.05,642.925,464.075,638.277,610.54,652.857,629.95,615.045,642.383
sc2015,y2030,2019-06-21T09:00:00+02:00,,750.868,668.933,273.379,397.31,365.188,405.625,695.1,802.821,663.237,800.208,779.192,767.324,791.45,787.244,764.383
sc2015,y2030,2019-06-21T10:00:00+02:00,,883.521,819.717,473.95,563.846,525.556,570.625,766,919.381,758.437,921.309,908.518,859.934,850.95,918.53,936.7
sc2015,y2030,2019-06-21T11:00:00+02:00,,963.087,887.367,725.317,688.866,640.437,661,780.05,984.932,845.173,992.23,988.904,911.242,936.85,999.312,1014.917
sc2015,y2030,2019-06-21T12:00:00+02:00,,991.231,927.033,861.65,771.91,690.874,769.75,781.1,972.669,943.456,1008.744,1011.064,896.159,933.4,1016.881,1015.1
sc2015,y2030,2019-06-21T13:00:00+02:00,,960.173,851.467,813.933,772.617,651.029,771.75,756.25,949.976,927.999,968.209,973.494,825.523,887.85,984.477,963.983
sc2015,y2030,2019-06-21T14:00:00+02:00,,883.049,773.633,726.317,719.107,550.983,697,699.25,851.286,844.307,873.958,892.784,727.13,754.7,896.694,858.85
sc2015,y2030,2019-06-21T15:00:00+02:00,,764.166,684.117,655.7,589.416,477.064,557.75,575.8,713.738,717.394,731.971,756.46,575.07,605.75,754.627,695.783
sc2015,y2030,2019-06-21T16:00:00+02:00,,570.9,533.783,508.667,447.638,381.022,392.25,353.825,541.499,558.788,556.818,582.838,408.567,452.9,576.518,508.15
sc2015,y2030,2019-06-21T17:00:00+02:00,,349.156,351.625,337,283.008,252.779,238.719,251.725,348.056,375.972,362.224,380.961,223.516,291.725,375.228,313.842
sc2015,y2030,2019-06-21T18:00:00+02:00,,184.433,188.192,175.637,134.17,113.97,142,109.2,153.006,179.696,167.582,145.887,84.615,114.725,175.776,124.498
sc2015,y2030,2019-06-21T19:00:00+02:00,,69.202,41.66,36.807,23.192,15.634,20.527,11.269,21.056,35.36,22.314,24.11,3.702,7.468,24.356,7.744
sc2015,y2030,2019-06-21T20:00:00+02:00,,0.478,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-21T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T04:00:00+02:00,,0.009,1.047,3.612,4.657,7.86,5.154,6.419,1.143,1.14,0.518,0.001,15.291,4.105,0,1.079
sc2015,y2030,2019-06-22T05:00:00+02:00,,10.392,58.386,65.69,77.475,114.426,109.547,116.562,60.959,71.797,50.045,47.285,137.136,102.919,45.002,76.25
sc2015,y2030,2019-06-22T06:00:00+02:00,,79.66,147.498,199.375,246.849,292.897,289.938,301.55,195.295,221.701,188.179,207.156,320.546,283.175,214.47,269.308
sc2015,y2030,2019-06-22T07:00:00+02:00,,289.945,138.66,419.883,428.137,454.755,470.438,497.2,410.537,233.385,410.076,392.617,510.26,468.65,413.401,472.558
sc2015,y2030,2019-06-22T08:00:00+02:00,,388.598,241.917,566.567,658.808,616.894,666.75,673.45,516.023,245.096,575.123,601.48,685.556,598.1,609.488,663.667
sc2015,y2030,2019-06-22T09:00:00+02:00,,538.07,583.617,446.058,796.565,814.697,779.25,825.65,576.4,571.745,713.775,773.792,830.094,657.5,782.161,824.733
sc2015,y2030,2019-06-22T10:00:00+02:00,,684.158,742.967,416.617,691.373,907.429,461.312,936.45,834.769,810.79,884.353,899.874,930.554,696.55,913.187,940.567
sc2015,y2030,2019-06-22T11:00:00+02:00,,673.187,836.667,782.783,377.777,702.47,386.312,892.5,964.101,927.64,988.913,979.448,976.836,866.25,992.709,1003.667
sc2015,y2030,2019-06-22T12:00:00+02:00,,589.844,863.817,893.233,665.067,411.122,841,774.5,1000.49,976.347,1009.065,1001.854,963.049,973.55,1012.757,1008.317
sc2015,y2030,2019-06-22T13:00:00+02:00,,586.394,820.083,899.983,812.013,615.814,875.375,856.85,957.619,932.479,967.953,970.26,901.791,925.75,977.595,954.717
sc2015,y2030,2019-06-22T14:00:00+02:00,,550.689,682.85,823.917,777.31,731.488,828.125,812.75,865.017,838.544,873.45,870.17,786.66,819.75,886.674,847.65
sc2015,y2030,2019-06-22T15:00:00+02:00,,315.702,553.067,666.733,620.898,649.627,677.25,618.5,727.722,690.33,732.272,653.192,436.889,671.45,747.375,695.333
sc2015,y2030,2019-06-22T16:00:00+02:00,,166.644,423.438,447.883,436.07,501.829,502.125,426.775,550.367,500.797,556.363,467.296,182.911,491.725,569.911,511.408
sc2015,y2030,2019-06-22T17:00:00+02:00,,141.08,159.819,260.233,251.039,305.862,310.938,218.262,347.255,286.938,357.759,296.15,189.279,297.575,370.328,312.367
sc2015,y2030,2019-06-22T18:00:00+02:00,,63.518,62.592,98.315,103.507,134.363,117.094,98.262,150.138,128.936,153.221,146.585,94.95,115.075,170.76,122.342
sc2015,y2030,2019-06-22T19:00:00+02:00,,13.889,22.199,15.627,16.248,16.683,15.344,11.19,18.024,26.373,18.825,27.937,4.058,7.285,23.277,7.557
sc2015,y2030,2019-06-22T20:00:00+02:00,,0.064,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-22T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T04:00:00+02:00,,0.033,0.355,1.678,3.074,6.929,3.292,6.239,1.205,0.639,0.628,0.002,15.509,4.129,0,1.202
sc2015,y2030,2019-06-23T05:00:00+02:00,,16.838,39.282,28.555,44.241,86.776,54.742,114.669,78.404,27.356,72.624,31.123,139.171,102.85,43.502,86.956
sc2015,y2030,2019-06-23T06:00:00+02:00,,46.069,168.246,68.727,101.215,218.161,125.641,298.625,218.66,90.33,225.502,164.387,320.044,284.55,208.137,272.5
sc2015,y2030,2019-06-23T07:00:00+02:00,,106.26,303.075,163.708,167.062,330.465,230.469,492.875,359.363,283.844,396.503,392.384,506.666,480.175,405.024,475.758
sc2015,y2030,2019-06-23T08:00:00+02:00,,215.681,394.975,389.758,263.526,469.988,318.938,674.15,521.659,555.013,574.223,603.096,676.957,662.4,597.592,665.9
sc2015,y2030,2019-06-23T09:00:00+02:00,,340.368,580.175,646.383,391.799,548.592,401.938,824.7,684.573,759.531,741.268,763.86,817.693,821.05,766.807,827.083
sc2015,y2030,2019-06-23T10:00:00+02:00,,523.052,629.092,761.1,632.414,554.398,582.375,936.05,831.063,895.491,883.937,881.922,914.9,929.85,895.057,944.433
sc2015,y2030,2019-06-23T11:00:00+02:00,,556.203,495.708,831.05,721.005,651.231,814.125,993.35,944.089,969.544,980.501,952.922,966.341,986.85,973.045,1009.2
sc2015,y2030,2019-06-23T12:00:00+02:00,,455.457,482.45,853.017,718.539,747.567,886.875,994.85,997.05,978.177,1007.365,980.524,963.26,991,997.514,1020.1
sc2015,y2030,2019-06-23T13:00:00+02:00,,424.973,522.917,810.733,702.247,765.58,865.375,942.65,962.477,913.259,964.634,944.568,902.955,936.9,961.822,968.617
sc2015,y2030,2019-06-23T14:00:00+02:00,,443.078,461.642,707.733,664.453,732.618,790.875,839.1,865.008,745.351,866.505,779.986,793.546,831.65,871.999,860.783
sc2015,y2030,2019-06-23T15:00:00+02:00,,441.885,317.946,526.8,571.084,639.406,672.125,669.15,716.88,541.317,718.46,444.554,641.708,684.9,727.144,705.933
sc2015,y2030,2019-06-23T16:00:00+02:00,,338.569,250.283,332.35,407.063,492.141,478.938,448.85,484.59,299.674,510.138,230.172,463.513,503.25,520.908,517.058
sc2015,y2030,2019-06-23T17:00:00+02:00,,256.288,189.946,189.121,229.651,300.099,251.75,253.95,226.333,160.393,259.489,160.465,273.88,305.925,282.371,312.475
sc2015,y2030,2019-06-23T18:00:00+02:00,,142.265,90.7,89.175,91.001,122.898,91.703,112.75,72.729,84.511,92.656,91.672,98.879,119.444,104.029,120.817
sc2015,y2030,2019-06-23T19:00:00+02:00,,41.659,20.234,21.806,10.929,12.289,8.729,11.12,8.211,20.056,10.362,16.073,4.092,7.527,13.253,7.379
sc2015,y2030,2019-06-23T20:00:00+02:00,,0.319,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-23T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T04:00:00+02:00,,0.054,0.278,2.587,3.583,5.131,2.31,5.704,0.888,1.007,0.485,0.001,15.103,3.936,0,1.158
sc2015,y2030,2019-06-24T05:00:00+02:00,,43.218,14.559,59.567,62.729,50.796,55.117,94.7,57.744,54.31,57.959,21.008,127.627,96.431,19.024,77.015
sc2015,y2030,2019-06-24T06:00:00+02:00,,185.495,59.555,159.896,188.119,140.914,208.531,232.05,202.926,143.806,207.717,65.476,299.998,271.225,89.387,250.646
sc2015,y2030,2019-06-24T07:00:00+02:00,,365.875,152.079,220.892,345.072,302.568,413.562,382.175,358.144,247.178,281.685,196.761,487.336,462.55,278.781,451.767
sc2015,y2030,2019-06-24T08:00:00+02:00,,480.956,284.992,286.917,499.839,470.459,593,549.9,332.041,268.989,256.795,407.268,663.62,646.35,466.505,642.517
sc2015,y2030,2019-06-24T09:00:00+02:00,,626.38,399.983,368.025,677.072,640.41,748.875,795.05,274.861,254.859,266.307,633.804,807.61,800.25,642.564,794.183
sc2015,y2030,2019-06-24T10:00:00+02:00,,754.198,432.083,321.333,798.044,804.538,820.125,900.75,310.141,382.584,460.678,729.864,904.951,907.2,805.2,915.65
sc2015,y2030,2019-06-24T11:00:00+02:00,,769.227,440.633,276.4,553.349,899.035,432.062,952.2,548.677,653.086,729.217,784.25,950.615,959.05,932.452,982.25
sc2015,y2030,2019-06-24T12:00:00+02:00,,878.982,462.2,352.408,303.603,577.99,314.688,841.85,766.586,790.942,842.28,753.278,947.906,959.95,967.736,977.083
sc2015,y2030,2019-06-24T13:00:00+02:00,,813.204,374.85,527.133,299.778,335.745,359.938,647.3,787.259,657.62,826.128,662.924,885.309,895.65,931.287,894.617
sc2015,y2030,2019-06-24T14:00:00+02:00,,642.397,231.962,620.467,344.138,309.923,434.062,516.375,693.713,422.128,721.832,582.474,772.645,789.25,786.175,786.933
sc2015,y2030,2019-06-24T15:00:00+02:00,,492.427,248.108,331.133,376.679,373.621,400.062,496.275,553.016,252.18,584.376,568.496,612.345,527.3,589.384,665.417
sc2015,y2030,2019-06-24T16:00:00+02:00,,357.301,363.5,124.683,267.646,347.668,264.656,354.1,387.124,190.933,418.264,464.243,429.093,275.612,395.165,502.75
sc2015,y2030,2019-06-24T17:00:00+02:00,,244.98,326.292,74.89,125.377,202.391,146.062,178.837,220.513,179.097,239.096,312.051,241.973,136.438,224.117,307.083
sc2015,y2030,2019-06-24T18:00:00+02:00,,146.856,162.3,48.825,50.383,86.101,70.031,83.863,87.798,121.044,89.918,162.182,81.279,56.156,101.084,118.742
sc2015,y2030,2019-06-24T19:00:00+02:00,,46.011,39.786,17.251,8.981,11.169,10.514,9.077,12.477,26.038,11.436,29.733,3.761,5.436,16.83,7.391
sc2015,y2030,2019-06-24T20:00:00+02:00,,0.292,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-24T23:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T00:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T01:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T02:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T03:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T04:00:00+02:00,,0.034,0.918,3.562,4.971,5.544,4.324,5.645,1.145,1.018,0.596,0.001,13.252,4.062,0,1.161
sc2015,y2030,2019-06-25T05:00:00+02:00,,37.161,48.496,90.085,85.253,81.248,86.141,98.031,80.072,66.926,76.544,41.071,111.552,97.325,44.36,81.919
sc2015,y2030,2019-06-25T06:00:00+02:00,,143.469,169.342,247.825,225.627,225.072,249.031,275.875,258.737,218.409,252.525,173.995,278.254,261.625,207.85,260.892
sc2015,y2030,2019-06-25T07:00:00+02:00,,346.135,337.308,398.375,387.97,409.322,445.125,475.7,452.02,399.796,448.311,342.402,466.076,449.8,400.358,458.983
sc2015,y2030,2019-06-25T08:00:00+02:00,,510.483,465.325,545.95,551.081,599.007,636.75,656.85,637.262,567.071,629.981,534.256,638.295,645.15,593.443,646.65
sc2015,y2030,2019-06-25T09:00:00+02:00,,671.92,460.108,690.383,692.659,767.874,790.5,771.85,796.648,714.986,789.776,725.14,804.296,802.4,770.475,809.95
sc2015,y2030,2019-06-25T10:00:00+02:00,,852.714,385.6,788.7,794.545,878.8,900.625,865.35,911.739,822.377,913.687,860.484,901.633,911.6,900.971,927.617
sc2015,y2030,2019-06-25T11:00:00+02:00,,933.958,403.058,812.25,893.249,926.448,967.875,941.45,978.988,848.719,985.721,958.032,943.431,968.35,980.066,994.517
sc2015,y2030,2019-06-25T12:00:00+02:00,,959.797,397.8,766.083,938.144,923.867,978.375,966.5,997.092,845.595,1002.496,993.96,943.742,981.3,1004.091,1008.967
sc2015,y2030,2019-06-25T13:00:00+02:00,,822.394,392.308,688.617,907.093,876.189,877.75,917.25,956.675,805.216,962.125,961.442,879.618,928.1,969.272,959.9
sc2015,y2030,2019-06-25T14:00:00+02:00,,610.677,392.1,630.65,812.251,784.204,794.625,829.95,862.789,745.821,868.328,874.228,764.169,823.25,879.239,857.067
sc2015,y2030,2019-06-25T15:00:00+02:00,,502.327,314.308,549.25,660.818,655.418,636,681.75,721.712,631.601,725.668,733.954,613.867,671.7,736.18,704.167
sc2015,y2030,2019-06-25T16:00:00+02:00,,393.694,243.863,437.758,501.182,495.669,478.125,506,547.586,494.556,550.614,564.314,434.899,491.725,561.085,520.625
sc2015,y2030,2019-06-25T17:00:00+02:00,,288.599,188.712,304.433,325.698,313.019,308.188,316.125,354.346,339.665,356.101,367.682,249.517,298.85,365.291,319.867
sc2015,y2030,2019-06-25T18:00:00+02:00,,168.162,113.25,153.337,151.51,137.342,155.531,133.387,163.322,173.987,163.794,175.38,85.912,116.7,169.942,126.592
sc2015,y2030,2019-06-25T19:00:00+02:00,,47.579,33.923,28.86,20.806,16.573,21.355,11.929,21.916,33.051,21.684,29.68,3.655,7.288,22.963,7.86
sc2015,y2030,2019-06-25T20:00:00+02:00,,0.287,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T21:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sc2015,y2030,2019-06-25T22:00:00+02:00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
