,,,ES00,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES61,ES62
sc2015,y2030,2030-01-05T20:00:00+01:00,,2290.831056,1171.20039,522.0911488,2031.015061,642.0791833,212.2440379,1344.848042,3535.762886,1768.394561,1510.292958,618.5804603,5842.478156,3394.222468,4955.653598,1176.805994
sc2015,y2030,2030-01-05T21:00:00+01:00,,2343.558613,1198.157654,534.1080066,2077.762491,656.8577795,217.1292125,1375.802116,3617.144767,1809.097312,1545.055041,632.8181915,5976.953199,3472.346544,5069.716793,1203.89228
sc2015,y2030,2030-01-05T22:00:00+01:00,,2275.882103,1163.557653,518.6842122,2017.761553,637.8892577,210.8590269,1336.072157,3512.690057,1756.854798,1500.437452,614.543877,5804.35272,3372.073269,4923.315188,1169.126677
sc2015,y2030,2030-01-05T23:00:00+01:00,,2138.985439,1093.568456,487.4848201,1896.391107,599.5195588,198.1756383,1255.706034,3301.398115,1651.178164,1410.184587,577.5784269,5455.214898,3169.239573,4627.172685,1098.802497
sc2015,y2030,2030-01-06T00:00:00+01:00,,1950.528182,997.218613,444.5345267,1729.307844,546.6983429,180.7151934,1145.070912,3010.525432,1505.69961,1285.938991,526.6903543,4974.578228,2890.010838,4219.491428,1001.991504
sc2015,y2030,2030-01-06T01:00:00+01:00,,1740.844002,890.0163849,396.746518,1543.405123,487.9275982,161.2880877,1021.97438,2686.890243,1343.835049,1147.698967,470.0704931,4439.804947,2579.331116,3765.890907,894.2761842
sc2015,y2030,2030-01-06T02:00:00+01:00,,1584.914012,810.2962919,361.2093416,1405.160028,444.2231966,146.8412735,930.4346129,2446.221483,1223.465743,1044.897861,427.965579,4042.125006,2348.296587,3428.57445,814.1745347
sc2015,y2030,2030-01-06T03:00:00+01:00,,1535.450999,785.0080453,349.9364887,1361.306892,430.3595941,142.2585568,901.3970124,2369.878233,1185.283039,1012.288019,414.6093546,3915.975775,2275.00944,3321.573299,788.7652533
sc2015,y2030,2030-01-06T04:00:00+01:00,,1493.802211,763.7148658,340.4445344,1324.381726,418.6861799,138.3998232,876.9468065,2305.59578,1153.132484,984.8299173,403.3631624,3809.755749,2213.300284,3231.476316,767.3701604
sc2015,y2030,2030-01-06T05:00:00+01:00,,1492.819893,763.2126504,340.2206596,1323.510819,418.4108537,138.3088121,876.3701303,2304.079631,1152.374189,984.1822976,403.0979126,3807.250471,2211.844828,3229.351312,766.8655413
sc2015,y2030,2030-01-06T06:00:00+01:00,,1528.382744,781.3943597,348.3256002,1355.040287,428.378488,141.6036875,897.247545,2358.968797,1179.826738,1007.628078,412.7007527,3897.949075,2264.536721,3306.282855,785.134272
sc2015,y2030,2030-01-06T07:00:00+01:00,,1562.12129,798.6433833,356.0147733,1384.952356,437.8348022,144.7295423,917.0539895,2411.042258,1205.871025,1029.871137,421.8109861,3983.995019,2314.525625,3379.267961,802.4658528
sc2015,y2030,2030-01-06T08:00:00+01:00,,1606.96815,821.5715949,366.235583,1424.712882,450.4045789,148.8845753,943.3816451,2480.260745,1240.490314,1059.437654,433.9207359,4098.371326,2380.973221,3476.283191,825.5038036
sc2015,y2030,2030-01-06T09:00:00+01:00,,1707.511677,872.9750444,389.1499248,1513.853204,478.5851406,158.1998691,1002.406411,2635.443761,1318.104342,1125.723721,461.0699495,4354.79502,2529.944093,3693.784561,877.1532804
sc2015,y2030,2030-01-06T10:00:00+01:00,,1890.614196,966.5872472,430.8798481,1676.189039,529.9055186,175.1642008,1109.897997,2918.051721,1459.449335,1246.439059,510.5121115,4821.775099,2801.23895,4089.882149,971.2135303
sc2015,y2030,2030-01-06T11:00:00+01:00,,1965.107843,1004.672547,447.8572998,1742.233944,550.7847624,182.0659897,1153.630002,3033.02828,1516.9543,1295.551031,530.6272197,5011.76183,2911.612873,4251.030964,1009.481114
sc2015,y2030,2030-01-06T12:00:00+01:00,,1955.535786,999.7787789,445.6757831,1733.747508,548.1018851,181.1791447,1148.01066,3018.254373,1509.565203,1289.240391,528.04253,4987.349496,2897.430382,4230.324156,1004.563923
sc2015,y2030,2030-01-06T13:00:00+01:00,,1955.816448,999.9222691,445.7397474,1733.996338,548.1805497,181.2051479,1148.175425,3018.687559,1509.781858,1289.425425,528.1183156,4988.06529,2897.846227,4230.9313,1004.7081
sc2015,y2030,2030-01-06T14:00:00+01:00,,1965.550993,1004.899111,447.958296,1742.626835,550.9089697,182.1070473,1153.890157,3033.712257,1517.296388,1295.84319,530.7468812,5012.892031,2912.26947,4251.989612,1009.708762
sc2015,y2030,2030-01-06T15:00:00+01:00,,1850.058513,945.8529241,421.6370177,1640.233004,518.5384824,171.4067426,1086.089506,2855.456412,1428.142596,1219.701617,499.5610844,4718.342901,2741.149399,4002.149832,950.3799684
sc2015,y2030,2030-01-06T16:00:00+01:00,,1805.056551,922.8454152,411.3808593,1600.334966,505.9252331,167.2373395,1059.670796,2785.998532,1393.403577,1190.032844,487.4094531,4603.571023,2674.471993,3904.799076,927.262341
sc2015,y2030,2030-01-06T17:00:00+01:00,,1818.026097,929.4761694,414.3366797,1611.833564,509.5603662,168.4389597,1067.284657,2806.016263,1403.415347,1198.583372,490.911548,4636.64823,2693.688393,3932.855523,933.9248313
sc2015,y2030,2030-01-06T18:00:00+01:00,,2030.546442,1038.128403,462.7710637,1800.250785,569.1260374,188.1288342,1192.046179,3134.028906,1567.469271,1338.693215,548.2972433,5178.654795,3008.570334,4392.591394,1043.097097
sc2015,y2030,2030-01-06T19:00:00+01:00,,2169.762261,1109.303281,494.4990023,1923.677357,608.1457544,201.0270912,1273.773778,3348.900328,1674.936164,1430.475047,585.8889222,5533.707334,3214.840221,4693.750824,1114.612632
sc2015,y2030,2030-01-06T20:00:00+01:00,,2209.409485,1129.57315,503.5347906,1958.827967,619.2581657,204.7003812,1297.048952,3410.093484,1705.541623,1456.613563,596.5946431,5634.82262,3273.583748,4779.517911,1134.979516
sc2015,y2030,2030-01-06T21:00:00+01:00,,2274.596965,1162.900619,518.3913234,2016.62217,637.5290566,210.7399598,1335.317708,3510.706523,1755.862743,1499.59019,614.1968585,5801.075138,3370.169138,4920.535107,1168.466498
sc2015,y2030,2030-01-06T22:00:00+01:00,,2225.975938,1138.042843,507.3103631,1973.515526,623.9014479,206.2352526,1306.774402,3435.66283,1718.330006,1467.53545,601.067991,5677.073289,3298.129525,4815.355388,1143.489748
sc2015,y2030,2030-01-06T23:00:00+01:00,,2061.434052,1053.919869,469.810495,1827.635258,577.7832848,190.9905516,1210.178962,3181.702113,1591.312793,1359.056716,556.637654,5257.429782,3054.335132,4459.409195,1058.964144
sc2015,y2030,2030-01-07T00:00:00+01:00,,1837.465645,939.4147487,418.7670439,1629.068364,515.0089255,170.2400214,1078.696776,2836.020061,1418.4216,1211.399425,496.1607018,4686.226365,2722.491106,3974.908237,943.9109786
sc2015,y2030,2030-01-07T01:00:00+01:00,,1700.118445,869.1952124,387.4649724,1507.298479,476.5129492,157.5148908,998.066163,2624.032743,1312.397177,1120.849531,459.0735958,4335.939506,2518.98987,3677.791108,873.3553574
sc2015,y2030,2030-01-07T02:00:00+01:00,,1629.879045,833.2849205,371.4570836,1445.025324,456.8260953,151.0072552,956.8316431,2515.622364,1258.176255,1074.542288,440.1072386,4156.8027,2414.919276,3525.845319,837.2731915
sc2015,y2030,2030-01-07T03:00:00+01:00,,1562.099133,798.6320551,356.0097234,1384.932711,437.8285918,144.7274895,917.0409817,2411.008059,1205.853921,1029.856529,421.805003,3983.938509,2314.492795,3379.220029,802.4544705
sc2015,y2030,2030-01-07T04:00:00+01:00,,1545.946286,790.3738208,352.328414,1370.61185,433.3012365,143.2309386,907.5583429,2386.077092,1193.384819,1019.207324,417.4433392,3942.742694,2290.559841,3344.277291,794.1567105
sc2015,y2030,2030-01-07T05:00:00+01:00,,1624.723724,830.6492334,370.2821618,1440.454697,455.3811506,150.529618,953.8051767,2507.66543,1254.196633,1071.143502,438.7151758,4143.654699,2407.280867,3514.693041,834.6248895
sc2015,y2030,2030-01-07T06:00:00+01:00,,1841.513089,941.4840273,419.6894754,1632.656764,516.143352,170.6150145,1081.072856,2842.267052,1421.546003,1214.067813,497.2536107,4696.548865,2728.488024,3983.663894,945.9901613
sc2015,y2030,2030-01-07T07:00:00+01:00,,2174.540904,1111.74639,495.5880774,1927.914027,609.4851229,201.4698294,1276.579113,3356.275882,1678.625011,1433.625498,587.1792727,5545.894665,3221.920523,4704.088251,1117.067434
sc2015,y2030,2030-01-07T08:00:00+01:00,,2481.09046,1268.471591,565.4521598,2199.696079,695.4055088,229.8714505,1456.541127,3829.417076,1915.264272,1635.726667,669.9551565,6327.710975,3676.121363,5367.233359,1274.542754
sc2015,y2030,2030-01-07T09:00:00+01:00,,2562.534188,1310.11016,584.0135678,2271.902818,718.2327368,237.41716,1504.353225,3955.120677,1978.134315,1689.420671,691.9469568,6535.423021,3796.792912,5543.416978,1316.380614
sc2015,y2030,2030-01-07T10:00:00+01:00,,2722.061085,1391.669192,620.3704963,2413.336875,762.9452874,252.1972254,1598.004581,4201.341052,2101.280234,1794.593135,735.0231239,6942.276423,4033.156819,5888.514465,1398.330004
sc2015,y2030,2030-01-07T11:00:00+01:00,,2737.556591,1399.591358,623.9019947,2427.074949,767.288402,253.6328741,1607.101324,4225.257453,2113.241906,1804.808971,739.2072897,6981.795773,4056.115821,5922.035208,1406.290087
sc2015,y2030,2030-01-07T12:00:00+01:00,,2695.501581,1378.090495,614.3174607,2389.789634,755.5011311,249.7365043,1582.412643,4160.348021,2080.77777,1777.083057,727.8514077,6874.53973,3993.804784,5831.059465,1384.686317
sc2015,y2030,2030-01-07T13:00:00+01:00,,2641.821249,1350.646121,602.0834612,2342.197489,740.4554893,244.7630557,1550.899237,4077.495589,2039.33953,1741.692832,713.3564042,6737.634756,3914.269024,5714.935175,1357.110588
sc2015,y2030,2030-01-07T14:00:00+01:00,,2561.189964,1309.422918,583.7072128,2270.71105,717.8559747,237.2926185,1503.564089,3953.045946,1977.096648,1688.534454,691.5839834,6531.994745,3794.801235,5540.509078,1315.690082
sc2015,y2030,2030-01-07T15:00:00+01:00,,2519.459932,1288.088202,574.1967426,2233.713855,706.1597892,233.4263576,1479.066188,3888.638098,1944.883377,1661.02279,680.3158532,6425.567516,3732.971703,5450.236343,1294.253254
sc2015,y2030,2030-01-07T16:00:00+01:00,,2500.190258,1278.236472,569.8050936,2216.629663,700.7588426,231.6410346,1467.753794,3858.896491,1930.008258,1648.318732,675.1125697,6376.422624,3704.420685,5408.55111,1284.354372
sc2015,y2030,2030-01-07T17:00:00+01:00,,2552.260476,1304.857666,581.6721405,2262.794305,715.353198,236.4653071,1498.321972,3939.263807,1970.203578,1682.647445,689.172803,6509.221202,3781.57081,5521.19231,1311.10298
sc2015,y2030,2030-01-07T18:00:00+01:00,,2719.091975,1390.151218,619.6938221,2410.704508,762.1130987,251.9221392,1596.261544,4196.758405,2098.988246,1792.635668,734.2213914,6934.704079,4028.75762,5882.09152,1396.804764
sc2015,y2030,2030-01-07T19:00:00+01:00,,2805.513764,1434.334849,639.3897534,2487.324718,786.3355884,259.9290629,1646.996047,4330.145349,2165.701075,1849.611594,757.5573899,7155.112045,4156.804941,6069.043958,1441.199867
sc2015,y2030,2030-01-07T20:00:00+01:00,,2802.234448,1432.65828,638.6423819,2484.417327,785.4164545,259.6252364,1645.070902,4325.083918,2163.169625,1847.449615,756.6718944,7146.748561,4151.946124,6061.949959,1439.515273
sc2015,y2030,2030-01-07T21:00:00+01:00,,2773.569978,1418.003407,632.1096147,2459.003856,777.3823136,256.9694915,1628.243229,4280.841996,2141.042244,1828.55178,748.9317858,7073.643414,4109.475254,5999.941378,1424.790259
sc2015,y2030,2030-01-07T22:00:00+01:00,,2537.835918,1297.483029,578.384716,2250.005717,711.310251,235.128881,1489.853936,3917.00035,1959.068619,1673.137661,685.2778192,6472.43317,3760.198584,5489.988301,1303.693047
sc2015,y2030,2030-01-07T23:00:00+01:00,,2290.122015,1170.837889,521.9295549,2030.386436,641.8804516,212.1783457,1344.431795,3534.668522,1767.847221,1509.825503,618.3890018,5840.669835,3393.171913,4954.11976,1176.441757
sc2015,y2030,2030-01-08T00:00:00+01:00,,2112.588424,1080.072832,481.4688165,1872.987926,592.1209452,195.7299716,1240.209486,3260.655876,1630.801132,1392.781633,570.4505867,5387.892612,3130.12829,4570.069189,1085.242281
sc2015,y2030,2030-01-08T01:00:00+01:00,,1912.129166,977.5868982,435.7832109,1695.263876,535.9357821,177.1575491,1122.528507,2951.258811,1476.057699,1260.623391,516.3216802,4876.646341,2833.116725,4136.424534,982.2658278
sc2015,y2030,2030-01-08T02:00:00+01:00,,1797.929209,919.2015212,409.7565046,1594.015976,503.927566,166.5769958,1055.486641,2774.9979,1387.901664,1185.333949,485.4848963,4585.393629,2663.911728,3889.380812,923.6010066
sc2015,y2030,2030-01-08T03:00:00+01:00,,1751.531322,895.4803378,399.1822084,1552.880334,490.9230638,162.2782611,1028.248444,2703.385492,1352.085068,1154.744875,472.956331,4467.06162,2595.166043,3789.010313,899.7662887
sc2015,y2030,2030-01-08T04:00:00+01:00,,1740.666742,889.9257595,396.7061196,1543.247967,487.8779153,161.2716647,1021.870318,2686.616652,1343.698214,1147.582103,470.0226285,4439.352867,2579.068478,3765.507447,894.1851251
sc2015,y2030,2030-01-08T05:00:00+01:00,,1822.265573,931.6436256,415.3028762,1615.592217,510.7486158,168.8317444,1069.77347,2812.559645,1406.687988,1201.378362,492.0563103,4647.460483,2699.969836,3942.026593,936.1026613
sc2015,y2030,2030-01-08T06:00:00+01:00,,2021.181189,1033.340364,460.6366786,1791.947698,566.5011235,187.2611495,1186.548243,3119.574189,1560.239814,1332.518916,545.7683957,5154.769888,2994.694255,4372.331956,1038.286141
sc2015,y2030,2030-01-08T07:00:00+01:00,,2341.667837,1197.190983,533.6770897,2076.086158,656.3278284,216.9540333,1374.692122,3614.226465,1807.637737,1543.808494,632.3076355,5972.131009,3469.545065,5065.62656,1202.920983
sc2015,y2030,2030-01-08T08:00:00+01:00,,2657.346299,1358.58339,605.6216927,2355.961755,744.8068843,246.2014417,1560.013323,4101.457588,2051.324007,1751.928145,717.5485475,6777.229453,3937.271799,5748.519828,1365.085847
sc2015,y2030,2030-01-08T09:00:00+01:00,,2745.385588,1403.593977,625.68626,2434.016015,769.4827306,254.3582257,1611.69739,4237.341049,2119.285457,1809.970451,741.3213106,7001.762652,4067.715698,5938.971332,1410.311863
sc2015,y2030,2030-01-08T10:00:00+01:00,,2779.847947,1421.213054,633.5403934,2464.569805,779.1419168,257.5511414,1631.928754,4290.531672,2145.888488,1832.690703,750.6269912,7089.65459,4118.777042,6013.522232,1428.015269
sc2015,y2030,2030-01-08T11:00:00+01:00,,2728.117479,1394.765558,621.7507769,2418.706379,764.6427869,252.7583464,1601.560028,4210.68874,2105.955435,1798.585979,736.6584985,6957.722499,4042.130309,5901.615995,1401.44119
sc2015,y2030,2030-01-08T12:00:00+01:00,,2690.412733,1375.488793,613.1576883,2385.27794,754.0748175,249.2650257,1579.425199,4152.493684,2076.849461,1773.728095,726.4772942,6861.561259,3986.264864,5820.050984,1382.072162
sc2015,y2030,2030-01-08T13:00:00+01:00,,2674.407604,1367.30608,609.5100443,2371.088042,749.5888646,247.7821607,1570.029279,4127.790709,2064.494389,1763.176276,722.1555175,6820.742179,3962.550776,5785.427795,1373.850284
sc2015,y2030,2030-01-08T14:00:00+01:00,,2570.643847,1314.25627,585.8617972,2279.092715,720.50573,238.1685148,1509.114056,3967.637459,1984.394522,1694.767185,694.1367633,6556.105693,3808.808634,5560.960246,1320.546567
sc2015,y2030,2030-01-08T15:00:00+01:00,,2530.036464,1293.495514,576.6071839,2243.090843,709.1242029,234.4062666,1485.275213,3904.962352,1953.047873,1667.995658,683.1717758,6452.541639,3748.64248,5473.116088,1299.686447
sc2015,y2030,2030-01-08T16:00:00+01:00,,2517.576541,1287.125308,573.767509,2232.04407,705.6319082,233.2518626,1477.96053,3885.731195,1943.429504,1659.781113,679.8072916,6420.764163,3730.181167,5446.162087,1293.285751
sc2015,y2030,2030-01-08T17:00:00+01:00,,2550.266297,1303.838131,581.2176579,2261.026297,714.7942652,236.2805477,1497.151276,3936.185909,1968.664183,1681.332728,688.634326,6504.135299,3778.616124,5516.878392,1310.078566
sc2015,y2030,2030-01-08T18:00:00+01:00,,2724.121736,1392.722712,620.8401283,2415.163816,763.5228513,252.3881434,1599.2143,4204.521546,2102.870943,1795.951676,735.5795501,6947.531857,4036.209994,5892.972181,1399.388566
sc2015,y2030,2030-01-08T19:00:00+01:00,,2856.904483,1460.608646,651.1019395,2532.886927,800.7394926,264.6903803,1677.16532,4409.463899,2205.371861,1883.49233,771.4341421,7286.177649,4232.948284,6180.21523,1467.599416
sc2015,y2030,2030-01-08T20:00:00+01:00,,2837.730826,1450.806005,646.732173,2515.887862,795.3654576,262.9139532,1665.909294,4379.870488,2190.570861,1870.851572,766.2567853,7237.277634,4204.539528,6138.737705,1457.749857
sc2015,y2030,2030-01-08T21:00:00+01:00,,2785.67538,1424.192362,634.8684927,2469.736316,780.7752425,258.0910493,1635.349788,4299.525972,2150.386943,1836.532598,752.2005408,7104.516729,4127.41129,6026.128459,1431.008836
sc2015,y2030,2030-01-08T22:00:00+01:00,,2600.002587,1329.266092,592.5527917,2305.121716,728.7344623,240.8885833,1526.349305,4012.950945,2007.057841,1714.122736,702.0643417,6630.981487,3852.308172,5624.47071,1335.62823
sc2015,y2030,2030-01-08T23:00:00+01:00,,2383.434798,1218.54458,543.1959763,2113.116094,668.0343646,220.8237156,1399.211703,3678.691311,1839.879516,1571.344505,643.5857375,6078.652422,3531.429314,5155.979182,1224.376782
sc2015,y2030,2030-01-09T00:00:00+01:00,,2103.304415,1075.32633,479.3529473,1864.756868,589.5188026,194.8698141,1234.759245,3246.326555,1623.634392,1386.660897,567.943677,5364.214908,3116.372587,4549.985502,1080.473061
sc2015,y2030,2030-01-09T01:00:00+01:00,,1876.285654,959.2616987,427.6143061,1663.485577,525.8894832,173.8366705,1101.486328,2895.93646,1448.388495,1236.992576,506.6430544,4785.231944,2780.008987,4058.885847,963.8529202
sc2015,y2030,2030-01-09T02:00:00+01:00,,1815.795571,928.3358006,413.8283325,1609.856015,508.9351895,168.2323029,1065.975212,2802.573578,1401.693505,1197.112837,490.3092515,4630.959553,2690.383523,3928.030325,932.7790044
sc2015,y2030,2030-01-09T03:00:00+01:00,,1770.055024,904.9506861,403.4038472,1569.30316,496.1149281,163.9944704,1039.122911,2731.975737,1366.384339,1166.957132,477.9581842,4514.304008,2622.611789,3829.081821,909.2819641
sc2015,y2030,2030-01-09T04:00:00+01:00,,1758.215513,898.8976685,400.7055669,1558.806433,492.7965236,162.8975471,1032.172444,2713.702147,1357.244892,1159.15161,474.7612262,4484.108813,2605.069711,3803.469928,903.1999754
sc2015,y2030,2030-01-09T05:00:00+01:00,,1800.691515,920.6137662,410.3860472,1596.464994,504.7017914,166.8329217,1057.108272,2779.261357,1390.034011,1187.155075,486.2307867,4592.438547,2668.004515,3895.356388,925.0200108
sc2015,y2030,2030-01-09T06:00:00+01:00,,2019.002364,1032.226428,460.1401142,1790.015986,565.8904377,187.0592828,1185.269149,3116.211301,1558.557882,1331.082466,545.1800597,5149.213068,2991.465988,4367.6186,1037.166873
sc2015,y2030,2030-01-09T07:00:00+01:00,,2371.543585,1212.46513,540.4859131,2102.57353,664.7014692,219.7220024,1392.230885,3660.337924,1830.700159,1563.504898,640.374819,6048.325371,3513.810633,5130.255447,1218.268234
sc2015,y2030,2030-01-09T08:00:00+01:00,,2653.638604,1356.68781,604.7766917,2352.674571,743.7676834,245.8579261,1557.836695,4095.73498,2048.461872,1749.483745,716.5473791,6767.773441,3931.778272,5740.499135,1363.181194
sc2015,y2030,2030-01-09T09:00:00+01:00,,2731.891647,1396.695123,622.6109274,2422.052497,765.7006189,253.1080206,1603.775679,4216.513945,2108.868883,1801.074202,737.6776161,6967.348042,4047.722325,5909.780485,1403.37999
sc2015,y2030,2030-01-09T10:00:00+01:00,,2790.631283,1426.726096,635.9979662,2474.130143,782.1642939,258.5502106,1638.259185,4307.175116,2154.212625,1839.799912,753.5387559,7117.15614,4134.754231,6036.849345,1433.554697
sc2015,y2030,2030-01-09T11:00:00+01:00,,2740.717733,1401.20751,624.6224339,2429.877568,768.1744139,253.9257519,1608.957094,4230.13649,2115.682132,1806.89304,740.0608755,6989.857872,4060.799545,5928.873568,1407.913974
sc2015,y2030,2030-01-09T12:00:00+01:00,,2663.860615,1361.913872,607.106336,2361.737247,746.6327313,246.8049889,1563.837597,4111.512053,2056.352699,1756.222886,719.3075724,6793.843403,3946.923772,5762.611961,1368.432268
sc2015,y2030,2030-01-09T13:00:00+01:00,,2649.605932,1354.626084,603.8576268,2349.099267,742.6373972,245.4843016,1555.469287,4089.510788,2045.348873,1746.825096,715.4584589,6757.488615,3925.803241,5731.775434,1361.109599
